lesson_title,cefr_level,uuid,grammar_tags,vocabulary_tags,learning_language,content_type
Ordinal numbers 2 (Swedish),B1,076606e2-9c6c-4f81-8446-e4646bab4b15,number_ordinal,"devices_tools_gadgets, clock_time_of_day",Swedish,Live
Superlative (Swedish),A2,c99b4ddd-d1c1-449f-a56f-7d21cce10abf,"adjective:superlative, adjective:comparative","art_design, senses, nature_landscapes, appliances, argumentation",Swedish,by_yourself
Stressed (Swedish),C1,9a9e2f56-20de-4f15-9544-b1d24643e508,"pronoun:stressed, pronoun:formal_pronoun, noun:nominative_case",theater_shows,Swedish,section
Indefinite (Swedish),B2,16834636-d8e4-4866-baaf-4bf5ffec34ef,"pronoun:indefinite, verb:participle, determiner:partitive_article","sweets_desserts, friends",Swedish,Live
Definite form (Swedish),C2,d588ea11-2562-4b25-a766-47afdebbc035,"noun:definite_form, noun:appreciative_derivation",describing_objects,Swedish,Live
Nominative case (Swedish),C2,81d1453e-b3da-4b33-acba-9abcc48bb3dd,noun:nominative_case,"languages, traditions_celebrations, old_age, groceries_fruits_vegetables, adulthood",Swedish,by_yourself
Auxiliary (Swedish),C2,edb9a78c-85f8-4ea3-9a5d-330d08164ea6,"verb:auxiliary, pronoun:indirect_object, pronoun:direct_object","animals_wild, greetings_goodbyes, money_banking, crime_law",Swedish,cards
Partitive article (Swedish),C1,52c6a7eb-0fe6-4b7a-a637-ce2a9093d348,"determiner:partitive_article, noun:genitive_case, verb:present_tense","town_city, countryside",Swedish,section
Demonstrative (Swedish),C1,bc0f6ae7-f40b-4fff-81f3-0b9d64d50b2d,determiner:demonstrative,"going_out, furniture_decor, beverages, hygiene_cosmetics",Swedish,cards
Indirect object (Swedish),A1,63ffe247-b602-4270-b304-8efff06bcec6,"pronoun:indirect_object, noun:genitive_case, verb:passive_voice",bikes,Swedish,by_yourself
Interjections (Swedish),A1,bcf340e4-50ce-4621-85c8-075c98f8631a,interjection,"adulthood, devices_tools_gadgets",Swedish,Live
Comparative (Swedish),A2,bffe853d-68d1-42ef-9deb-dd27f2870f64,"adjective:comparative, pronoun:reflexive","nature_landscapes, emotions_states, media",Swedish,section
Imperfect aspect (Swedish),C2,facb1fb2-2dde-44bf-af1e-7a848fd43bef,"verb:imperfect_aspect, verb:gerund","money_banking, art_design",Swedish,cards
Gerund (Swedish),A1,0e5f0134-56eb-40f1-a105-a4cb660c9371,"verb:gerund, adjective:absolute_superlative, sentence:interrogative",outdoors,Swedish,cards
Nominative case (Swedish),B2,fc488e36-af08-4cd5-aa48-ee109485ab51,"noun:nominative_case, noun:appreciative_derivation, verb:future_tense","shapes, school_classroom",Swedish,by_yourself
Relative (Swedish),C1,81b86235-a87c-4726-b28a-5d7775338530,"pronoun:relative, noun:dative_case, interjection","housework, school_classroom",Swedish,by_yourself
Dative case (Swedish),A2,af8052e3-91f2-48dd-a54b-066f440d167a,"noun:dative_case, pronoun:adverbial, verb:finite",internet,Swedish,Live
Gender (Swedish),A2,5e9dd5b5-4a3f-41f5-91e6-a394dcd9a721,"noun:gender, noun:definite_form, noun:dative_case","describing_objects, work_life, body, nations_geography, dishes",Swedish,cards
Relative (Swedish),B1,f947d65a-5d99-4347-bf9a-6286e339eb6f,pronoun:relative,"planes_airports, music",Swedish,by_yourself
Participle (Swedish),C1,f8e335fc-e802-4d76-ab1d-610c911d5cc0,verb:participle,"dining_restaurants, shopping, routines_habits, film_tv, physical_appearance",Swedish,cards
Possessive (Swedish),C2,f085b613-8753-4193-83ea-37a803180cf9,"determiner:possessive, noun:singular","dishes, hygiene_cosmetics",Swedish,Live
Subjunctive mood (Swedish),C1,38c5c0da-437d-441d-b73f-9e99b15b527e,"verb:subjunctive_mood, sentence:interrogative, noun:definite_form","media, phones, boats_ships, measurement_quantities, housework",Swedish,section
Possessive (Swedish),C2,592836cf-99db-428b-ad31-8b637139dcca,"determiner:possessive, verb:future_tense","boats_ships, routines_habits, natural_sciences",Swedish,section
Gender (Swedish),B1,232021e9-2f87-404e-ab05-96c0a9b71f70,"noun:gender, determiner:definite_article, pronoun:interrogative","animals_wild, routines_habits, housework",Swedish,by_yourself
Future tense (Swedish),C1,4876524c-bbf5-4869-99d4-d74574366de4,verb:future_tense,"greetings_goodbyes, going_out, adulthood, hotels_accomodation, boats_ships",Swedish,section
Modal (Swedish),C2,7378b476-d38a-4d13-b460-5d6a61fcc806,"verb:modal, adjective:absolute_superlative, adjective","planes_airports, appliances, death, numbers, year_season_month",Swedish,section
Passive voice (Swedish),C1,13c0e1f3-3dd7-44da-902d-d71f4deb2991,verb:passive_voice,"non_understanding, compliments, hotels_accomodation, groceries_animal_products, outdoors",Swedish,section
Singular (Swedish),C1,0bbf34b0-0a14-4a76-b055-0eeaf8c5d243,"noun:singular, noun:indefinite_form, pronoun:indefinite","appliances, non_understanding",Swedish,cards
Accusative case (Swedish),A2,14b9ecfd-12ae-4132-9fac-3c04a2c73b46,"noun:accusative_case, verb:past_tense, subjunction",public_transit_trains,Swedish,cards
Passive voice (Swedish),A1,70e67763-8a23-4ff1-9fd6-703e034f7bff,"verb:passive_voice, noun:plural, determiner:definite_article","university_academia, physical_appearance",Swedish,section
Indefinite article (Swedish),B1,2e2f5339-b723-4d4c-96c1-569a1600a195,determiner:indefinite_article,"measurement_quantities, childhood, hotels_accomodation, natural_sciences",Swedish,cards
Negation (Swedish),A2,5c52d4ed-f79a-4621-9fd9-2e0690f89ca0,"sentence:negation, adjective:comparative","work_life, groceries_grains, colors, death, boats_ships",Swedish,section
Adjectives 3 (Swedish),A1,5b14bdd1-3de7-4d95-b7b9-4b5154d7931e,adjective,languages,Swedish,section
Informal pronoun (Swedish),B1,6ffb4e9f-49f9-4d5d-9f8d-a6e0f4e5e013,pronoun:informal_pronoun,dining_restaurants,Swedish,section
Imperative mood (Swedish),C2,a049d2d0-a09c-4908-857f-ae57d1cab333,"verb:imperative_mood, adverb, verb:subjunctive_mood","accidents_catastrophes, bikes",Swedish,section
Partitive article (Swedish),A2,e3c44170-4784-4fea-aeb3-c2029d81c524,"determiner:partitive_article, verb:subjunctive_mood, pronoun:demonstrative","year_season_month, religions, physical_appearance, body, computers_hardware",Swedish,Live
Present tense (Swedish),A1,bda5d192-bc87-4c47-87f3-695819653951,"verb:present_tense, verb:auxiliary","university_academia, environmental_issues, animals_domesticated, identification",Swedish,section
Adjectives 4 (Swedish),C2,349521ae-ac93-4b4f-ae95-ea1644d4ffa9,adjective,"media, emotions_states, appliances, film_tv",Swedish,cards
Informal pronoun (Swedish),B2,e04a2d06-0ff9-4136-9077-ab8f71ba7c08,"pronoun:informal_pronoun, determiner:indefinite_article","professions, accidents_catastrophes, public_transit_trains, year_season_month, non_understanding",Swedish,by_yourself
Indefinite form (Swedish),C1,9744a5e1-daa5-477c-bbd9-fe5ece070403,"noun:indefinite_form, verb:imperative_mood","cars, numbers, locations_directions",Swedish,section
Finite (Swedish),C2,f19ffe8b-d69d-44f2-836d-e464500bbf6f,"verb:finite, verb:subjunctive_mood",routines_habits,Swedish,Live
Participle (Swedish),C2,609c562b-65fc-434f-aad9-c6399fb0acfd,"verb:participle, pronoun:indirect_object, verb:infinitive","argumentation, accidents_catastrophes, business, computers_hardware, traditions_celebrations",Swedish,section
Interrogative (Swedish),C1,7054348a-63aa-4c99-bf9d-803ce0e86bbd,pronoun:interrogative,"illness_injury, politics",Swedish,section
Accusative case (Swedish),A2,6503b876-c5af-40f3-902f-b0813b65164b,"noun:accusative_case, verb:conditional_mood, adjective:absolute_superlative","shopping, public_transit_trains, hobbies_games, adulthood, shapes",Swedish,Live
Superlative (Swedish),B2,957115a7-edd5-40ea-84f8-c3df78a1cbfb,"adjective:superlative, pronoun:personal","love, numbers, literature, nature_landscapes, childhood",Swedish,section
Subjunction and comparatives (Swedish),B2,ec7d7903-65b7-445e-abbf-9c1faa08b1ae,"subjunction, adjective:comparative, pronoun:adverbial",animals_domesticated,Swedish,section
Reflexive (Swedish),B1,f93a0907-4bfd-4bc1-bbee-3f1f4da845c2,pronoun:reflexive,"internet, numbers, shapes, physical_appearance, routines_habits",Swedish,section
Informal pronoun (Swedish),C2,9ecddc89-0953-40b9-81d7-3bae82ef6c34,"pronoun:informal_pronoun, interjection","nations_geography, personality_traits, boats_ships, internet",Swedish,cards
Accusative case (Swedish),B1,5dcf418e-e202-4d73-ae9e-678114eb4863,"noun:accusative_case, verb:progressive_aspect","senses, vacation",Swedish,Live
Possessive (Swedish),B1,a1747653-f8b3-4a03-859e-820e87422580,"pronoun:possessive, pronoun:informal_pronoun, verb:modal","body, furniture_decor, animals_domesticated",Swedish,Live
Interjections 2 (Swedish),A1,09031948-c975-4f0e-af7a-d9318381d761,interjection,"clothes_shoes, languages, numbers",Swedish,by_yourself
Relative (Swedish),B1,f66d4590-83eb-451b-83a4-cb7fef441517,"pronoun:relative, number_ordinal",identification,Swedish,Live
Ordinal numbers 3 (Swedish),C1,a27e4aef-b6ed-493c-ae3e-5a8183bf9c63,number_ordinal,"death, family",Swedish,cards
Dative case (Swedish),A2,b8a67d94-98aa-4a7e-a410-9f9e0e3eeaa9,"noun:dative_case, determiner:partitive_article","animals_wild, year_season_month, groceries_grains",Swedish,Live
Direct object (Swedish),B1,bfd81294-69e4-4307-835b-939ca94157bc,pronoun:direct_object,"groceries_animal_products, colors, languages, public_transit_trains",Swedish,cards
Plural (Swedish),C2,4837fed5-c738-4fbd-a2bc-7a0be9ae294b,"noun:plural, verb:subjunctive_mood, noun:nominative_case","nature_landscapes, animals_wild, town_city, groceries_animal_products",Swedish,cards
Conjunctions 4 (Swedish),C2,93d369c5-a714-4717-8519-b0de6d3667fb,"conjunction, noun:accusative_case","love, yard_garden",Swedish,by_yourself
Past tense (Swedish),A2,a8b48454-fed7-4b33-8b3d-eccb00a19536,"verb:past_tense, pronoun:impersonal, noun:gender","phones, planes_airports, clothes_shoes, colors, politics",Swedish,by_yourself
Indefinite article (Swedish),C1,7abfbd14-802c-4614-a48f-6ef6de506bfc,"determiner:indefinite_article, adjective:comparative","work_life, animals_wild, money_banking",Swedish,cards
Future tense (Swedish),A1,4c469854-be71-4bbd-aeeb-e135dcfaef37,verb:future_tense,"traditions_celebrations, week_dates, emotions_states, cars",Swedish,cards
Modal (Swedish),B1,4daa32bc-b9b9-48f2-aa2b-4ff6de8e1995,"verb:modal, adjective:superlative","environmental_issues, senses, materials, going_out",Swedish,Live
Personal (Swedish),A1,77b220cb-2264-442e-8552-bdbe042ce700,"pronoun:personal, adjective:comparative, determiner:demonstrative",job_applications,Swedish,section
Appreciative derivation (Swedish),A2,f056f874-360f-45ab-b385-4c2b1c91c5bf,"noun:appreciative_derivation, verb:infinitive",locations_directions,Swedish,section
Interrogative (Swedish),A2,9e7e6990-04f6-45d4-8760-4420d6b5ce38,pronoun:interrogative,"clock_time_of_day, sweets_desserts, going_out, boats_ships, hotels_accomodation",Swedish,Live
Indirect object (Swedish),B2,0ee60020-30b0-4796-8886-79171b75db72,"pronoun:indirect_object, adjective:absolute_superlative, noun:appreciative_derivation","house_rooms, business, traditions_celebrations, space",Swedish,section
Adverbial (Swedish),A2,c9286d1a-defb-4adc-810c-59e837c387e1,"pronoun:adverbial, pronoun:relative, pronoun:interrogative","weather_climate, love, emotions_states",Swedish,cards
Auxiliary (Swedish),C2,a931c700-23f7-4f5e-bf1d-3be47aad7431,verb:auxiliary,"identification, hotels_accomodation, childhood, town_city, accidents_catastrophes",Swedish,Live
Interrogatives and conjunctions (Swedish),B2,4cf58a5e-ee47-434d-b905-098e18e05dd0,"conjunction, noun:singular, pronoun:interrogative",traditions_celebrations,Swedish,by_yourself
Dative case (Swedish),C2,136f8b4d-27f0-4e62-84e2-7778f2ca1298,noun:dative_case,"countryside, friends",Swedish,by_yourself
Present tense (Swedish),A2,0945624b-490c-4c8b-8e6a-7535cb9ac1bc,"verb:present_tense, noun:singular, pronoun:direct_object","senses, natural_sciences, appliances, emotions_states, non_understanding",Swedish,by_yourself
Demonstrative (Swedish),A1,26683c73-309c-4902-95bb-05ec9013a372,"determiner:demonstrative, interjection, determiner:possessive","sweets_desserts, religions, furniture_decor",Swedish,Live
Direct object (Swedish),A2,9bfb5ac3-f5ce-4781-8019-d629f40d8c92,"pronoun:direct_object, verb:imperative_mood, adverb","death, media, old_age, professions, family",Swedish,by_yourself
Singular (Swedish),C2,3f5fe6a0-b649-45ed-bee7-c52d0f89a19a,"noun:singular, verb:gerund, pronoun:stressed","animals_wild, illness_injury",Swedish,by_yourself
Direct object (Swedish),C2,3b7aa547-ad18-4dd9-85c2-498ebdf2aad4,pronoun:direct_object,materials,Swedish,section
Indirect object (Swedish),B2,719c68de-86d0-4fba-8808-454694a3c757,"pronoun:indirect_object, noun:appreciative_derivation, pronoun:direct_object","vacation, week_dates, business",Swedish,section
Demonstratives and subjunctions (Swedish),B2,54915084-db3f-4a1e-b85a-e30183baeebd,"subjunction, pronoun:demonstrative","family, accidents_catastrophes, outdoors",Swedish,by_yourself
Negation (Swedish),B2,4ee27cf1-41eb-4ccb-a83d-073c418122fb,sentence:negation,"sweets_desserts, dishes, business, greetings_goodbyes",Swedish,section
Gender (Swedish),B2,8684b896-ce1d-4ea0-8889-dfa4b4261dc4,"noun:gender, verb:imperfect_aspect","house_rooms, theater_shows, hotels_accomodation",Swedish,cards
Irregular (Swedish),A1,2410f7eb-63d1-40d6-a584-38f947e685e1,verb:irregular,"university_academia, traveling, personality_traits, identification",Swedish,by_yourself
Definite article (Swedish),B2,7942aca6-0c5a-4506-ae8a-de3903825060,determiner:definite_article,"accidents_catastrophes, furniture_decor, cars, hotels_accomodation, boats_ships",Swedish,by_yourself
Subjunctive mood (Swedish),B1,05762471-73ce-4d7c-a141-7a77b2e37800,verb:subjunctive_mood,"devices_tools_gadgets, numbers, outdoors",Swedish,cards
Comparative (Swedish),C2,8049712c-9ca3-49c7-9bbb-2320f6ce9d2b,"adjective:comparative, verb:infinitive","bikes, greetings_goodbyes, childhood, weather_climate, compliments",Swedish,Live
Interjections 3 (Swedish),B2,90f5f334-0484-4b12-8eb0-f001acb88181,interjection,"body, dishes, beverages",Swedish,Live
Formal and possessive pronouns (Swedish),A1,f61df07b-c1d6-4213-b6de-ca1b5f89e5b0,"conjunction, pronoun:formal_pronoun, pronoun:possessive",house_rooms,Swedish,section
Irregular (Swedish),C1,9b612198-900b-4d51-a1f9-882010363f4b,"verb:irregular, pronoun:stressed, noun:appreciative_derivation","plants, accidents_catastrophes, childhood, crime_law, furniture_decor",Swedish,by_yourself
Conjunctions 5 (Swedish),B2,c60eb4b2-be2f-4944-99d7-fc6441f1b722,conjunction,public_transit_trains,Swedish,by_yourself
Future tense (Swedish),A2,e3bfd55e-db2d-488c-87af-589fa0351bcf,verb:future_tense,religions,Swedish,section
Superlative (Swedish),B2,5c85a012-c642-4d26-ba58-93592e40ffcb,"adjective:superlative, noun:gender","job_applications, greetings_goodbyes, sweets_desserts",Swedish,section
Impersonal (Swedish),C1,40a08e66-33ec-4d05-9ec6-55eacb388d5e,"pronoun:impersonal, pronoun:relative","hotels_accomodation, outdoors",Swedish,Live
Superlative (Swedish),C2,3852d717-e3ce-4aa3-b946-7e27dbaa9379,"adverb:superlative, noun:appreciative_derivation","argumentation, shopping, accidents_catastrophes, money_banking",Swedish,by_yourself
Indirect object (Swedish),B2,18b86646-7e4a-4188-b559-27f6a14b4e92,"pronoun:indirect_object, adjective:superlative, pronoun:possessive","environmental_issues, childhood, plants, hobbies_games, devices_tools_gadgets",Swedish,by_yourself
Gender (Swedish),A1,d96d433f-03be-46cc-9d79-7d5a4a4b666b,"noun:gender, pronoun:stressed, verb:passive_voice","personality_traits, materials, school_classroom, sweets_desserts, dishes",Swedish,Live
Auxiliary (Swedish),B1,560fffcb-f2da-49e7-a3ff-e81a5eb20e43,"verb:auxiliary, verb:imperfect_aspect, determiner:indefinite_article","colors, polite_expressions, crime_law, week_dates",Swedish,Live
Informal pronoun (Swedish),A2,df10712b-d791-4347-83df-9d8dcbe128df,"pronoun:informal_pronoun, noun:genitive_case","going_out, death, animals_wild",Swedish,by_yourself
Interrogative (Swedish),A1,a00b362a-c7ca-4a68-90fd-d58671d14fc9,pronoun:interrogative,"media, numbers",Swedish,Live
Genitive case (Swedish),C1,6d46b17d-9239-4c54-a34c-8966303845ee,noun:genitive_case,"nature_landscapes, friends, sweets_desserts, greetings_goodbyes, body",Swedish,section
Partitive article (Swedish),B1,3a93f1f9-45ed-4c65-85d7-2a5f176949a0,"determiner:partitive_article, pronoun:indefinite, pronoun:impersonal","greetings_goodbyes, hotels_accomodation, plants",Swedish,by_yourself
Dative case (Swedish),A1,d2dc2bfc-ad69-4c34-8d93-a87ece6fbe97,noun:dative_case,"job_applications, cooking_tableware, countryside",Swedish,section
Prepositions (Swedish),C2,ae0b0a3b-4d88-450c-a563-5e65398cf39d,preposition,"physical_appearance, cars, polite_expressions, going_out",Swedish,Live
Definite form (Swedish),C2,bbe82fe1-c8f5-4a8a-8420-2411c7bc08c2,"noun:definite_form, verb:past_tense",groceries_fruits_vegetables,Swedish,section
Indefinite form (Swedish),A1,5fa316e0-7832-4123-928b-11a7daee46df,"noun:indefinite_form, interjection, pronoun:adverbial","film_tv, nations_geography",Swedish,cards
Gender (Swedish),C1,d18a0d72-0cc6-4c62-a4be-d8055c4a63cf,"noun:gender, verb:gerund",furniture_decor,Swedish,section
Prepositions 2 (Swedish),C2,4a682954-7915-4363-97a5-e2557c1a695d,preposition,"week_dates, music",Swedish,section
Present tense (Swedish),C2,81d5e200-84e6-4c15-b2df-cc2cca485c76,"verb:present_tense, determiner:definite_article, verb:future_tense","house_rooms, shapes",Swedish,cards
Plural (Swedish),C1,817cde2c-ef4f-447f-891e-3c79ee38f092,noun:plural,"university_academia, outdoors, measurement_quantities, literature, planes_airports",Swedish,by_yourself
Past tense (Swedish),C2,c75dd28c-6a2f-48ac-aff6-0cb13bd538b4,verb:past_tense,"town_city, natural_sciences, hygiene_cosmetics, childhood",Swedish,section
